invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0002967,S001482,2024-05-29,2024-07-03,68186.97,18269.1,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
,S000481,2025-06-21,2025-07-07,35309.53,,Pending,,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0002969,S000248,2024-06-21,2024-07-15,27405.14,23904.67,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002970,S001262,2024-10-05,2024-10-20,,12287.99,,,Card,SUSPICIOUS,Missing invoice_amount; Missing payment_status,Nan
I0002971,S000051,2024-03-31,2024-04-14,-107431.46,21454.33,Paid,2024-05-24,UPI,INVALID,Negative invoice_amount,Paid
I0002972,S001829,2024-03-29,2024-04-25,43302.33,22903.7,Failed,,UPI,VALID,No issues detected,Failed
I0002973,S001217,2025-09-06,2025-09-28,,22125.99,Paid,2025-09-03,UPI,INVALID,Missing invoice_amount; Payment date earlier than invoice date,Paid
I0002974,S002211,2024-08-25,2024-10-09,37202.22,14855.95,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0002975,S000890,2025-09-24,2025-11-02,,22500.06,Paid,2025-10-15,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0002976,S000530,2025-03-20,2025-05-01,105341.61,-360.61,Paid,2025-03-29,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0002977,S001763,2025-05-10,2025-05-08,51009.2,,Paid,2025-05-18,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002978,S001422,2024-02-04,2024-03-18,86133.5,-632.71,,2024-03-12,,INVALID,Negative tax_amount; Missing payment_status,Nan
I0002979,S001171,2025-10-26,2025-11-02,31525.72,11042.88,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002980,S001116,2025-06-15,2025-07-16,15021.9,-2496.23,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0002981,S002364,2024-12-22,2025-01-29,95807.68,1728.6,Refunded,,UPI,VALID,No issues detected,Refunded
I0002982,S001159,2024-03-30,2024-04-09,7883.14,5763.6,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0002983,S000291,2024-03-14,2024-03-30,45396.26,13835.04,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002984,S001260,2025-04-15,2025-05-02,54258.69,14334.32,Pending,,,VALID,No issues detected,Pending
I0002985,S000430,2024-09-09,2024-10-21,-52119.4,11656.62,Paid,2024-10-27,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Paid
I0002986,S000435,2024-05-01,2024-05-23,101772.26,19131.04,Pending,,Card,VALID,No issues detected,Pending
I0002987,S002065,2024-07-10,2024-07-06,27364.55,24800.77,Failed,,UPI,VALID,No issues detected,Failed
I0002988,S002049,2024-07-07,2024-07-22,65643.71,17887.98,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0002989,S001543,2024-09-13,2024-10-12,67886.94,-712.62,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0002990,S002142,2025-12-24,2026-01-10,18507.22,22901.71,Failed,2026-02-21,UPI,VALID,No issues detected,Failed
I0002991,S001937,2024-05-25,2024-07-06,115934.42,2214.27,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002992,S001155,2025-10-07,2025-11-15,80113.36,16012.01,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002993,S001404,2026-01-21,2026-02-11,24985.27,12921.45,,2026-01-31,UPI,SUSPICIOUS,Missing payment_status,Nan
I0002994,S002353,2024-02-17,2024-03-28,98274.84,15525.67,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002995,S001736,2025-04-25,2025-06-07,66204.46,9627.75,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002996,S000495,2024-02-18,2024-03-11,94042.07,,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002997,S000984,2025-05-06,2025-05-31,21795.1,4581.64,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002998,S000820,2025-06-26,2025-08-06,38710.69,-11.03,,2025-06-27,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0002999,S001008,2025-10-29,2025-11-27,68037.74,23932.87,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0003000,S001580,2025-11-15,2025-11-07,45229.12,24281.68,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003001,S000523,2024-06-16,2024-07-10,40209.47,10116.34,Failed,2024-09-04,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003002,S001444,2024-12-29,2025-01-06,102407.06,21782.84,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003003,S000654,2024-07-10,2024-08-21,575.64,16800.23,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0003004,S001244,2024-07-10,2024-07-24,110888.58,-3839.84,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0003005,S000031,2025-10-24,2025-11-02,96302.81,6789.68,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003006,S000171,2024-08-09,2024-09-19,40672.41,-3678.18,Paid,2024-08-18,Wallet,INVALID,Negative tax_amount,Paid
I0003007,S000447,2024-07-19,2024-08-11,25922.17,-4079.35,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0003008,S001217,2024-12-18,2024-12-09,27831.18,-3656.14,Failed,,,INVALID,Negative tax_amount,Failed
I0003009,S001779,2025-08-14,2025-09-06,7929.88,-2365.63,Paid,2025-08-14,Wallet,INVALID,Negative tax_amount,Paid
I0003010,S000413,2024-02-26,2024-03-17,78526.09,16997.53,Pending,2024-04-23,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003011,S001446,2024-03-25,2024-04-30,103473.35,24177.04,Failed,,Card,VALID,No issues detected,Failed
I0003012,S001633,2024-04-21,2024-06-05,74637.74,14330.56,Failed,,UPI,VALID,No issues detected,Failed
I0003013,S002090,2024-09-24,2024-10-12,16331.31,13852.83,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003014,S000606,2025-10-08,2025-10-26,804.42,17822.14,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003015,S000545,2024-02-15,2024-03-03,45611.32,6620.11,Paid,2024-03-29,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0003016,S000642,2024-04-05,2024-04-22,60684.73,22063.79,,2024-06-17,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0003017,S002044,2026-01-07,2026-01-20,15964.99,,Refunded,2026-02-24,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003018,S001565,2024-01-31,2024-01-24,50332.97,3236.57,,,UPI,SUSPICIOUS,Missing payment_status,Nan
I0003019,S000033,2025-07-28,2025-09-02,10126.21,24524.14,Pending,2025-07-25,Wallet,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Pending
I0003020,S002051,2025-12-19,2026-01-08,12819.61,17328.2,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003021,S001613,2024-06-13,2024-06-22,74466.14,-1037.34,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0003022,S000842,2025-10-23,2025-11-17,,2564.83,Failed,,Bank Transfer,SUSPICIOUS,Missing invoice_amount,Failed
I0003023,S002156,2024-10-04,2024-10-15,39113.21,24233.69,Paid,2024-10-29,Card,VALID,No issues detected,Paid
I0003024,S001994,2025-09-08,2025-10-15,119810.31,-3537.23,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0003025,S002162,2025-06-01,2025-06-09,47061.98,3921.45,Refunded,,UPI,VALID,No issues detected,Refunded
I0003026,S000322,2026-01-29,2026-02-23,89567.06,-3748.43,Paid,2026-02-19,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0003027,S001547,2024-09-29,2024-10-21,36903.34,23011.63,Paid,2024-10-01,Card,VALID,No issues detected,Paid
I0003028,S002063,2025-10-16,2025-10-23,102189.9,1389.21,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003029,S000256,2026-01-10,2026-02-09,35072.35,14961.89,Failed,2026-02-13,Wallet,VALID,No issues detected,Failed
I0003030,S001152,2024-02-08,2024-02-19,119392.55,8333.0,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003031,S000919,2025-02-14,2025-03-02,112496.4,6716.57,Failed,2025-04-25,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003032,S002396,2025-04-13,2025-04-25,118056.05,10933.18,Pending,2025-04-18,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003033,S001208,2025-12-17,2026-01-30,97444.11,,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0003034,S002081,2025-06-27,2025-08-05,29978.57,12133.98,Paid,2025-07-09,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0003035,S002304,2024-05-28,2024-06-19,115429.77,2874.07,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003036,S001253,2025-04-08,2025-04-28,71511.27,-2276.74,Failed,,,INVALID,Negative tax_amount,Failed
I0003037,S001366,2025-06-18,2025-07-02,54006.65,18230.59,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S001627,2024-01-20,2024-02-12,-68172.4,9683.97,Pending,,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0003039,S002319,2024-07-12,2024-06-28,76321.5,23841.21,,,UPI,SUSPICIOUS,Missing payment_status,Nan
I0003040,S000406,2024-08-13,2024-09-19,118542.96,,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003041,S000640,2025-12-26,2026-01-08,64362.49,-2724.01,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
,S001311,2024-11-09,2024-11-16,98490.9,4969.28,,,Wallet,INVALID,Missing invoice_id; Missing payment_status,Nan
I0003043,S002254,2024-10-26,2024-10-11,87420.78,3731.4,Pending,,UPI,VALID,No issues detected,Pending
I0003044,S000007,2025-10-16,2025-11-23,-10319.99,21398.63,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0003045,S002053,2025-07-22,2025-08-31,15304.0,2852.18,Refunded,2025-07-24,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003046,S001723,2024-10-14,2024-11-27,14876.78,-288.77,Pending,,Card,INVALID,Negative tax_amount,Pending
I0003047,S001741,2024-11-11,2024-12-19,26813.04,12518.38,Refunded,,Wallet,VALID,No issues detected,Refunded
I0003048,S000422,2024-11-18,2024-12-07,6803.4,4785.85,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
,S001029,2024-02-09,2024-03-02,28676.02,3595.36,Paid,2024-02-01,UPI,INVALID,Missing invoice_id; Payment date earlier than invoice date,Paid
,S000150,2025-06-03,2025-07-01,71348.02,15784.73,,2025-06-29,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0003051,S001611,2025-08-26,2025-09-18,109622.02,13008.41,Failed,,Wallet,VALID,No issues detected,Failed
I0003052,S001048,2024-09-01,2024-10-14,90557.47,4940.91,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003053,S001336,2024-07-27,2024-09-09,7218.2,13342.26,Pending,,,VALID,No issues detected,Pending
I0003054,S000219,2024-05-06,2024-06-01,22211.63,9484.58,Paid,2024-06-07,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0003055,S002166,2024-01-07,2024-01-06,,-3640.83,,,,INVALID,Negative tax_amount; Missing invoice_amount; Missing payment_status,Nan
I0003056,S000629,2024-02-02,2024-02-24,92030.86,,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003057,S001628,2025-01-08,2025-02-05,31219.28,2635.85,Refunded,2025-03-23,Wallet,VALID,No issues detected,Refunded
I0003058,S000409,2024-07-12,2024-08-08,36147.96,,Paid,2024-07-18,,VALID,No issues detected,Paid
I0003059,S001695,2025-09-10,2025-09-18,76306.38,18599.06,Failed,,UPI,VALID,No issues detected,Failed
I0003060,S001394,2025-12-31,2026-01-09,113166.84,8275.16,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003061,S001177,2024-02-28,2024-02-22,107507.85,23783.49,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0003062,S001916,2024-04-10,2024-05-05,107133.67,6613.48,Refunded,,Wallet,VALID,No issues detected,Refunded
I0003063,S001922,2024-06-11,2024-07-14,97665.16,11855.69,Failed,2024-08-06,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003064,S001496,2024-10-24,2024-11-23,24207.53,24458.51,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003065,S000562,2024-05-15,2024-06-24,86129.0,22246.0,Failed,2024-07-01,Card,VALID,No issues detected,Failed
I0003066,S000440,2024-02-01,2024-02-18,64220.35,19962.65,Paid,2024-01-26,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0003067,S001599,2025-08-04,2025-08-31,94506.82,504.19,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0003068,S000567,2025-07-19,2025-07-31,27791.88,4355.3,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0003069,S000362,2024-03-19,2024-03-05,89341.75,1655.31,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003070,S001657,2025-10-16,2025-11-23,77586.45,19121.54,Refunded,2025-11-30,Card,VALID,No issues detected,Refunded
I0003071,S000917,2024-01-29,2024-02-16,91332.56,16621.64,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0003072,S001867,2024-06-19,2024-07-15,102115.46,14216.83,,2024-08-02,,SUSPICIOUS,Missing payment_status,Nan
I0003073,S001810,2024-02-04,2024-03-17,,24420.29,Pending,,,SUSPICIOUS,Missing invoice_amount,Pending
I0003074,S000141,2025-01-12,2025-01-30,26288.9,2786.76,,,UPI,SUSPICIOUS,Missing payment_status,Nan
I0003075,S000412,2024-12-31,2025-02-05,57021.75,4501.45,Paid,2024-12-31,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0003076,S000430,2024-02-16,2024-03-09,26946.01,24922.99,Refunded,2024-04-02,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003077,S001540,2024-03-05,2024-03-17,105176.92,1331.24,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0003078,S002381,2025-04-30,2025-04-25,-80148.59,-1323.72,Paid,2025-06-19,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Negative tax_amount,Paid
I0003079,S000001,2024-09-24,2024-10-30,85926.9,12702.3,Pending,2024-10-16,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003080,S000897,2025-06-25,2025-06-10,,23184.18,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0003081,S001388,2024-09-21,2024-10-16,103107.95,13410.78,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003082,S000944,2025-01-01,2025-02-15,103604.31,-4691.42,Failed,,Bank Transfer,INVALID,Negative tax_amount,Failed
I0003083,S000474,2025-09-28,2025-11-07,84102.32,,Failed,,,VALID,No issues detected,Failed
I0003084,S000572,2025-03-01,2025-03-19,104071.31,10349.55,Refunded,2025-03-24,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003085,S000955,2024-07-29,2024-08-30,8485.5,8165.12,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0003086,S000368,2025-02-09,2025-02-21,28902.6,20.47,Paid,2025-02-06,Card,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0003087,S001708,2024-12-13,2025-01-12,61469.96,18154.73,Paid,2025-02-16,Bank Transfer,VALID,No issues detected,Paid
I0003088,S000111,2025-07-13,2025-08-12,71331.81,17921.37,Refunded,2025-08-12,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0003089,S002009,2025-06-15,2025-07-06,41124.56,3800.08,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0003090,S001134,2025-10-18,2025-11-06,112226.28,21644.94,Refunded,,UPI,VALID,No issues detected,Refunded
I0003091,S000338,2025-10-29,2025-11-27,60438.37,10555.15,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0003092,S001099,2024-04-20,2024-05-15,43757.35,11415.1,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0003093,S000398,2024-09-04,2024-09-27,66655.96,-4248.4,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0003094,S001646,2025-08-19,2025-09-04,102050.21,12895.4,Paid,2025-08-14,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0003095,S001605,2025-07-05,2025-07-12,,13689.32,Refunded,,Wallet,SUSPICIOUS,Missing invoice_amount,Refunded
I0003096,S001659,2025-09-25,2025-10-09,84635.5,11222.49,Paid,2025-09-22,Wallet,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0003097,S000558,2024-09-20,2024-10-18,,7398.93,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0003098,S002172,2025-08-11,2025-07-31,36543.14,23936.31,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
,S001104,2024-04-10,2024-05-04,66449.03,-1874.22,Refunded,2024-05-26,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
