case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
CS001869,C00753,2024-04-05,2024-04-10 11:00:00,Low,Cancellation,,102.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001870,C00030,2025-08-06,2025-09-06 11:00:00,,Technical,Escalated,-87.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001871,C00121,2025-06-25,2025-07-27 07:00:00,High,Billing,,-61.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001872,C01556,2024-08-09,2024-09-02 13:00:00,Critical,Data Issue,,-11.0,6.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001873,C01331,2025-07-14,2025-08-08 00:00:00,Medium,Data Issue,Pending,-49.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
,C00471,2025-09-28,,,Access,Open,-14.0,1.0,N,INVALID,Missing case_id; Negative resolution_hours,Open
CS001875,C01130,2024-11-16,2024-11-29 21:00:00,Medium,Access,Closed,-17.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001876,C00572,2024-05-30,2024-07-04 08:00:00,Critical,Data Issue,Closed,,1.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001877,C01798,2025-11-25,2025-11-28 04:00:00,Critical,Data Issue,Pending,-66.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001878,C00166,2025-02-17,2025-03-03 19:00:00,Medium,Access,,-43.0,4.0,Y,INVALID,Negative resolution_hours; Missing case_status,Nan
CS001879,C00614,2025-12-08,2026-01-05 17:00:00,High,Data Issue,,-46.0,6.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001880,C01669,2024-02-19,2024-03-03 10:00:00,Critical,Access,Escalated,969.0,2.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001881,C00259,2024-12-31,2025-02-05 08:00:00,High,Billing,Escalated,,7.0,Y,INVALID,CSAT score outside 1-5 range,Escalated
CS001882,C01060,2025-04-09,2025-04-07 00:00:00,,Data Issue,,248.0,2.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Missing case_status,Nan
CS001883,C00186,2024-07-01,2024-06-23 00:00:00,High,Data Issue,Closed,,6.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001884,C00597,2025-09-08,2025-09-15 08:00:00,Low,Access,Escalated,-91.0,,N,INVALID,Negative resolution_hours,Escalated
CS001885,C01099,2025-04-11,2025-04-14 22:00:00,Medium,Cancellation,Open,550.0,4.0,N,VALID,No issues detected,Open
CS001886,C01230,2025-09-24,2025-10-08 01:00:00,,Access,Escalated,140.0,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001887,C01333,2025-01-31,,High,Data Issue,Pending,-20.0,3.0,N,INVALID,Negative resolution_hours,Pending
CS001888,C00126,2024-08-12,,Critical,Technical,Closed,983.0,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001889,C00274,2024-07-29,2024-08-20 15:00:00,Medium,Access,Open,,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001890,C01780,2024-05-15,2024-05-08 00:00:00,Low,Cancellation,Escalated,507.0,2.0,Y,INVALID,Closed date earlier than opened date,Escalated
CS001891,C01260,2024-08-21,2024-09-16 09:00:00,,Data Issue,Pending,877.0,,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001892,C01578,2025-11-12,2025-12-21 08:00:00,,Technical,,,,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001893,C01004,2024-02-28,,,,,-35.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001894,C01204,2024-11-08,2024-11-08 06:00:00,Low,Billing,,-92.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001895,C01159,2025-11-18,2025-12-24 03:00:00,Medium,Access,Open,,,N,INVALID,Support case references customer not in subscriptions,Open
CS001896,C00967,2025-12-09,,Low,Access,Closed,,6.0,N,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001897,C01175,2026-01-17,2026-02-15 22:00:00,High,Billing,Closed,,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001898,C01121,2025-08-18,2025-08-23 00:00:00,,Technical,Closed,169.0,5.0,N,VALID,No issues detected,Closed
CS001899,C01517,2024-08-02,2024-08-10 00:00:00,,Cancellation,Open,19.0,2.0,,INVALID,Support case references customer not in subscriptions,Open
CS001900,C01641,2024-08-05,2024-08-20 04:00:00,Medium,Data Issue,Pending,,7.0,Y,INVALID,CSAT score outside 1-5 range,Pending
CS000669,C01626,2024-09-02,2024-09-09 20:00:00,Critical,,Pending,488.0,,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Pending
CS000262,C01415,2024-12-16,2024-12-20 20:00:00,Medium,,Escalated,464.0,5.0,,INVALID,Duplicate case_id,Escalated
CS001046,C00545,2024-10-13,2024-11-06 01:00:00,Critical,Access,Pending,425.0,6.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001417,C01650,2025-06-13,2025-06-16 14:00:00,Medium,Data Issue,Closed,,7.0,,INVALID,Duplicate case_id; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001304,C01675,2024-01-19,2024-01-24 02:00:00,Critical,Data Issue,Closed,,1.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000435,C01740,2024-08-11,2024-09-01 10:00:00,,Access,Escalated,-97.0,7.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000094,C01546,2024-06-03,2024-07-09 11:00:00,High,,Pending,,2.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Pending
CS000819,C01118,2025-06-22,2025-07-02 02:00:00,High,Billing,Open,,3.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Open
,C00340,2026-01-08,,High,Data Issue,Pending,,4.0,Y,INVALID,Missing case_id,Pending
CS001046,C00545,2024-10-13,2024-11-06 01:00:00,Critical,Access,Pending,425.0,6.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS000700,C00504,2025-09-11,2025-09-11 15:00:00,High,Technical,Pending,-10.0,1.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001548,C01345,2024-04-05,2024-04-15 21:00:00,Critical,,Closed,-12.0,3.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000625,C00473,2024-05-13,2024-05-31 17:00:00,Low,Cancellation,,,1.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Missing case_status,Nan
,C00989,2024-11-15,2024-11-08 00:00:00,Medium,Access,Closed,-64.0,3.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Closed
CS000433,C00981,2025-02-18,2025-02-21 22:00:00,,Access,Escalated,780.0,7.0,N,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Escalated
CS000364,C00013,2025-08-02,2025-08-04 16:00:00,,Cancellation,Closed,637.0,2.0,Y,INVALID,Duplicate case_id,Closed
CS000821,C00010,2025-05-04,2025-05-21 22:00:00,High,Cancellation,Closed,224.0,0.0,,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Closed
CS000744,C00872,2025-08-19,2025-09-27 04:00:00,Critical,Data Issue,Escalated,291.0,4.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Escalated
CS000821,C00010,2025-05-04,2025-05-21 22:00:00,High,Cancellation,Closed,224.0,0.0,,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Closed
CS001733,C01724,2024-04-05,,Critical,,Open,,7.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001234,C00820,2024-12-20,2025-01-07 10:00:00,Critical,Data Issue,Closed,372.0,0.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001432,C01449,2025-05-09,2025-05-15 10:00:00,Low,Access,,-62.0,3.0,Y,INVALID,Duplicate case_id; Negative resolution_hours; Missing case_status,Nan
CS001016,C00687,2024-08-28,2024-09-02 17:00:00,,Billing,Open,84.0,4.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Open
CS001545,C00189,2024-09-04,2024-10-13 13:00:00,Critical,,Pending,-94.0,3.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000368,C00014,2024-10-18,2024-10-18 02:00:00,Medium,Cancellation,Open,,,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Open
CS000382,C00845,2025-07-28,,Low,Access,Closed,,6.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001090,C00169,2025-08-20,2025-09-28 19:00:00,Medium,Access,,998.0,7.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001510,C01378,2025-04-05,2025-04-28 07:00:00,Critical,Access,Closed,832.0,,N,INVALID,Duplicate case_id,Closed
CS000520,C01666,2024-10-12,,Low,,Closed,,3.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000170,C01314,2025-08-12,2025-08-15 11:00:00,Medium,Access,,-32.0,,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS000568,C00112,2024-12-27,2025-01-29 00:00:00,,Cancellation,Closed,,1.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000678,C01279,2024-04-29,,High,,Pending,-60.0,,,INVALID,Duplicate case_id; Negative resolution_hours,Pending
CS000234,C01318,2024-09-06,2024-10-02 16:00:00,Low,Data Issue,Pending,210.0,5.0,,INVALID,Duplicate case_id,Pending
CS001608,C01628,2025-09-18,2025-10-09 14:00:00,Medium,Data Issue,Open,-10.0,6.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001111,C00768,2025-08-13,2025-09-21 14:00:00,,Technical,Escalated,,,Y,INVALID,Duplicate case_id,Escalated
CS000523,C01678,2026-01-12,2026-01-06 00:00:00,Medium,,Escalated,-31.0,5.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Escalated
CS000687,C00022,2025-03-17,2025-04-03 10:00:00,Medium,Cancellation,Closed,156.0,3.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Closed
CS000026,C01771,2024-10-07,2024-10-28 06:00:00,,Access,Closed,-34.0,5.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001671,C00853,2025-01-05,2025-02-03 00:00:00,,Billing,Closed,,2.0,N,INVALID,Duplicate case_id; Closed case missing closure date/resolution hours,Closed
CS000787,C00370,2025-04-27,2025-05-02 13:00:00,High,Technical,Closed,,0.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000090,C00987,2024-10-22,2024-10-21 00:00:00,Critical,Technical,Open,,,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS000513,C00395,2026-01-04,2026-01-10 09:00:00,High,,Pending,-36.0,2.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001055,C00217,2024-04-30,2024-05-11 03:00:00,Critical,Data Issue,Open,382.0,4.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Open
CS000510,C00379,2024-11-15,2024-12-04 09:00:00,Medium,Access,Pending,-47.0,6.0,Y,INVALID,Duplicate case_id; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS000358,C01731,2025-08-10,2025-08-30 01:00:00,Medium,Billing,Closed,433.0,6.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001778,C00695,2025-02-28,2025-03-24 18:00:00,Low,Cancellation,Pending,,6.0,Y,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Pending
CS000739,C00938,2024-03-15,,,,Closed,252.0,3.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000821,C00010,2025-05-04,2025-05-21 22:00:00,High,Cancellation,Closed,224.0,0.0,,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Closed
CS000371,C01633,2025-07-11,,Medium,Cancellation,,,5.0,N,INVALID,Duplicate case_id; Missing case_status,Nan
CS001303,C01044,2025-03-12,2025-04-05 22:00:00,Critical,Access,Closed,553.0,5.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Closed
CS001090,C00169,2025-08-20,2025-09-28 19:00:00,Medium,Access,,998.0,7.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS000682,C00382,2024-04-04,2024-05-02 23:00:00,,Data Issue,Escalated,-95.0,0.0,N,INVALID,Duplicate case_id; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000161,C00111,2024-08-30,2024-09-08 13:00:00,,,Open,-8.0,7.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001206,C01331,2025-08-03,2025-08-10 05:00:00,Low,Access,,864.0,,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Missing case_status,Nan
CS001466,C01284,2024-02-16,2024-03-11 05:00:00,High,Data Issue,Closed,524.0,2.0,N,INVALID,Duplicate case_id,Closed
CS001023,C00411,2025-04-15,2025-05-09 05:00:00,Low,Cancellation,Closed,,0.0,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000713,C00674,2025-11-18,2025-11-20 17:00:00,High,Cancellation,Escalated,367.0,5.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Escalated
CS001031,C01584,2024-04-17,2024-05-07 05:00:00,High,Data Issue,Escalated,,2.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Escalated
CS000295,C01344,2025-03-24,2025-03-30 20:00:00,Medium,Billing,Closed,158.0,7.0,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS000682,C00382,2024-04-04,2024-05-02 23:00:00,,Data Issue,Escalated,-95.0,0.0,N,INVALID,Duplicate case_id; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001143,C01158,2024-04-04,2024-04-11 01:00:00,,Billing,Open,342.0,0.0,N,INVALID,Duplicate case_id; CSAT score outside 1-5 range,Open
CS000597,C01577,2025-11-25,2025-12-24 17:00:00,Low,,Closed,-7.0,,,INVALID,Duplicate case_id; Negative resolution_hours,Closed
CS001175,C01420,2024-03-16,2024-03-18 14:00:00,Critical,Data Issue,,-46.0,3.0,,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS000206,C01369,2024-09-16,,Low,Access,Escalated,-8.0,,Y,INVALID,Duplicate case_id; Support case references customer not in subscriptions; Negative resolution_hours,Escalated
,C01097,2025-07-14,,Medium,Data Issue,Open,-84.0,7.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001259,C00338,2024-09-20,2024-10-03 21:00:00,Low,Technical,Open,-44.0,0.0,Y,INVALID,Duplicate case_id; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS000841,C00075,2024-03-21,2024-03-24 09:00:00,Medium,Technical,Pending,910.0,3.0,N,INVALID,Duplicate case_id,Pending
CS001279,C00972,2024-01-07,2024-01-27 20:00:00,High,Technical,Pending,2.0,,N,INVALID,Duplicate case_id; Support case references customer not in subscriptions,Pending
