subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S002264,C01137,Central,,2024-10-04,,73850.88,0.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S002265,C01504,West,Basic,2024-06-28,2024-11-01,67413.42,0.0,,Trial,Inside Sales,VALID,No issues detected,Trial
S002266,,South,Basic,2025-11-30,2026-02-20,47375.5,49.0,N,Active,Marketplace,INVALID,Missing customer_id,Active
S002267,C01680,,Enterprise,2025-07-08,2026-05-15,43502.15,-14.0,,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S002268,C00388,Central,,2025-11-21,,9318.24,-25.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002269,C00603,West,Growth,2024-05-04,2025-04-04,9318.59,0.0,,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S002270,C01688,South,Enterprise,2024-04-05,2024-10-30,6434.31,-16.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S002271,C00178,North,Pro,2024-02-28,2024-07-21,,59.0,N,Active,Inside Sales,SUSPICIOUS,Missing monthly_fee,Active
S002272,C00427,Central,Enterprise,2024-03-03,2025-03-29,37768.62,135.0,N,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S002273,C00156,North,Enterprise,2025-09-06,2026-09-30,,0.0,,Trial,,SUSPICIOUS,Missing monthly_fee,Trial
S002274,C01181,South,Pro,2025-05-24,2025-08-22,11644.17,27.0,Y,Expired,Marketplace,VALID,No issues detected,Expired
S002275,C01319,,Growth,2025-01-27,2026-03-02,59915.74,70.0,,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S002276,C00004,North,,2025-07-27,,23794.45,0.0,N,Active,Marketplace,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S002277,C01638,North,Growth,2024-04-20,2024-10-05,20396.9,51.0,,Active,Website,VALID,No issues detected,Active
S002278,C01164,South,,2024-06-29,2025-07-30,,0.0,Y,Cancelled,,SUSPICIOUS,Missing monthly_fee,Cancelled
S002279,C01100,East,Pro,2024-03-28,2024-12-19,4104.12,125.0,N,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002280,C00038,East,Basic,2025-10-22,2026-11-05,13308.47,0.0,,Expired,Inside Sales,VALID,No issues detected,Expired
S002281,C00257,South,Pro,2024-09-20,2024-11-14,,0.0,Y,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S002282,C01057,North,Pro,2025-07-21,2025-09-11,-44435.54,-1.0,,Trial,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
,C00707,East,Basic,2024-07-03,2025-05-06,36182.48,126.0,Y,Trial,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Trial
S002284,C00974,East,Growth,2025-02-12,2025-05-08,20781.17,-10.0,N,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S002285,C00914,Central,Basic,2024-05-14,,,-23.0,N,Active,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S002286,C01473,North,Growth,2025-02-18,2025-11-28,75569.05,65.0,,Active,,VALID,No issues detected,Active
,,South,Pro,2025-06-24,2026-05-14,26849.09,-18.0,N,Trial,Partner,INVALID,Missing subscription_id; Missing customer_id; Discount_pct outside 0-100 range,Trial
S002288,C00340,South,Basic,2024-10-08,2025-09-27,24620.89,52.0,N,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S002289,C01308,South,,2025-04-11,2025-07-13,21507.55,-28.0,,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S002290,C00916,,Pro,2024-10-18,2024-09-01,57231.98,142.0,Y,Expired,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S002291,C00896,West,Pro,2025-08-18,2025-07-27,10047.19,-24.0,Y,Cancelled,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S002292,C00067,East,Basic,2024-05-03,2025-05-07,71252.2,0.0,Y,Trial,Inside Sales,VALID,No issues detected,Trial
S002293,C00274,East,Basic,2024-01-22,2025-01-31,56746.99,123.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S002294,C00172,North,Enterprise,2024-03-02,2025-04-02,54294.13,20.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S002295,C01598,East,Enterprise,2025-10-01,2025-11-28,36147.12,34.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002296,C01178,South,Enterprise,2024-02-14,2024-11-25,4536.17,7.0,N,,,SUSPICIOUS,Missing subscription_status,Nan
S002297,,,Enterprise,2025-05-11,2025-05-07,,146.0,,Active,Marketplace,INVALID,Missing customer_id; Renewal date earlier than signup date; Missing monthly_fee; Discount_pct outside 0-100 range,Active
S002298,C00532,,Basic,2025-11-19,2026-09-30,14094.2,135.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002299,C01285,,Enterprise,2025-08-31,2026-02-19,10151.7,0.0,N,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S002300,C00318,South,Enterprise,2025-09-22,,24382.33,-18.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S002301,C01526,South,Growth,2024-12-26,,44500.6,128.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
,C01243,Central,Growth,2025-09-23,2026-06-10,72860.19,-26.0,,Trial,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Trial
S002303,C01529,South,Enterprise,2024-10-30,2025-05-10,13968.01,0.0,,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S002304,,East,Basic,2025-04-21,2025-07-02,63843.4,0.0,N,Cancelled,,INVALID,Missing customer_id,Cancelled
S002305,C01097,East,Pro,2024-11-21,2025-04-22,29659.34,-11.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002306,C00114,Central,,2024-01-27,2024-08-15,31893.06,48.0,,Trial,Website,VALID,No issues detected,Trial
S002307,C00736,Central,Enterprise,2025-11-22,,16435.37,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
,C00927,,Pro,2024-01-06,2024-05-30,75361.14,0.0,Y,Active,,INVALID,Missing subscription_id,Active
S002309,C00017,Central,Pro,2025-03-13,2025-07-26,,35.0,,Expired,,SUSPICIOUS,Missing monthly_fee,Expired
S002310,C00078,South,Basic,2024-01-15,2024-01-10,22478.54,117.0,Y,,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002311,C01127,West,Growth,2024-07-15,2024-12-16,30559.64,149.0,N,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002312,C01179,Central,Enterprise,2025-01-20,2025-08-27,36032.01,-26.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S002313,C00397,Central,Pro,2025-08-01,2025-11-25,-49032.68,-13.0,Y,,Website,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002314,,,Pro,2024-10-22,2024-10-08,3911.01,14.0,Y,Trial,,INVALID,Missing customer_id; Renewal date earlier than signup date,Trial
S002315,C00113,West,Enterprise,2025-01-23,2025-11-27,13515.72,130.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S002316,C01102,West,Enterprise,2025-01-30,2026-01-06,47213.13,26.0,Y,Expired,Website,VALID,No issues detected,Expired
S002317,C01350,East,,2025-02-03,,72265.3,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002318,C00651,Central,Growth,2025-02-16,2025-09-30,41120.93,151.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002319,C01255,,Basic,2025-09-18,2026-07-09,69562.49,46.0,Y,Trial,,VALID,No issues detected,Trial
S002320,C00578,,,2025-01-29,2025-11-20,40574.88,142.0,Y,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002321,C00435,West,Growth,2025-11-20,2026-03-21,25653.38,156.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002322,C01169,South,,2024-11-21,2025-02-21,7738.73,0.0,,Expired,Partner,VALID,No issues detected,Expired
S002323,C01602,South,Pro,2025-05-03,2026-06-17,11484.79,120.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002324,C01242,,Enterprise,2024-01-30,2024-06-26,,-2.0,,Expired,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S002325,C00633,South,Pro,2025-04-15,2025-08-28,-28364.8,121.0,N,,,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002326,C01210,East,Enterprise,2024-05-31,2024-08-18,2044.77,0.0,,,Partner,SUSPICIOUS,Missing subscription_status,Nan
,C00909,West,Basic,2024-10-14,,29461.87,141.0,,Cancelled,Marketplace,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Cancelled
S002328,C00160,South,Growth,2025-01-02,2025-12-25,59696.07,119.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S002329,C01326,,Enterprise,2025-10-30,2026-01-09,,52.0,Y,,Inside Sales,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S002330,C01779,West,Enterprise,2024-11-10,,54165.02,40.0,N,Cancelled,,VALID,No issues detected,Cancelled
,C00159,West,,2025-06-28,2025-10-14,37852.51,6.0,Y,Expired,Partner,INVALID,Missing subscription_id,Expired
S002332,C00655,,,2024-05-31,2024-05-23,11188.65,0.0,N,Cancelled,Marketplace,INVALID,Renewal date earlier than signup date,Cancelled
S002333,C00834,,Pro,2025-01-12,,71267.69,102.0,Y,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S002334,C00152,South,Pro,2024-08-09,2024-11-27,57450.04,-25.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002335,C01547,North,Growth,2025-05-16,2025-11-16,2031.01,144.0,,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
,C01150,South,Basic,2025-04-03,2025-03-01,30606.25,105.0,,,Partner,INVALID,Missing subscription_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002337,C00945,North,,2025-03-23,2025-08-08,68677.79,0.0,Y,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S002338,C01365,,Pro,2025-02-12,2025-03-03,29409.45,0.0,Y,Active,Inside Sales,VALID,No issues detected,Active
S002339,C01276,Central,Pro,2025-08-19,2026-02-16,37627.67,-8.0,,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002340,C01689,North,Enterprise,2024-09-15,2025-06-14,11829.87,0.0,,Active,Partner,VALID,No issues detected,Active
S002341,C01320,South,Basic,2024-09-02,2025-10-14,18884.83,139.0,,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S002342,C00272,Central,Enterprise,2024-08-12,,24709.19,139.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002343,C00509,South,Enterprise,2025-05-01,2025-03-06,9789.51,20.0,N,Active,Inside Sales,INVALID,Renewal date earlier than signup date,Active
S002344,C00472,East,Basic,2024-04-12,2024-06-07,39285.65,156.0,Y,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002345,C01342,,Enterprise,2025-03-09,2025-10-14,55941.66,0.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002346,C01716,North,,2025-11-05,2026-09-10,42468.16,0.0,,Trial,Partner,VALID,No issues detected,Trial
S002347,C01796,North,Enterprise,2025-02-23,2026-01-08,-46535.1,59.0,Y,Active,Partner,INVALID,Negative monthly_fee,Active
,C00215,West,Enterprise,2025-10-25,2025-12-01,41818.5,0.0,N,Trial,Marketplace,INVALID,Missing subscription_id,Trial
S002349,C00850,Central,Growth,2024-03-21,2024-03-02,8068.83,70.0,,Expired,Marketplace,INVALID,Renewal date earlier than signup date,Expired
S002350,C01500,West,Basic,2025-11-12,2026-04-11,7269.68,18.0,,Active,Inside Sales,VALID,No issues detected,Active
S002351,C00034,East,Growth,2025-03-22,2025-02-18,65694.97,37.0,N,Cancelled,Inside Sales,INVALID,Renewal date earlier than signup date,Cancelled
S002352,C01229,West,Enterprise,2025-01-18,,26127.78,113.0,,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002353,,West,Growth,2024-12-13,2024-11-07,19275.38,-2.0,,Trial,Inside Sales,INVALID,Missing customer_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S002354,C01117,,Enterprise,2025-06-07,2025-05-06,63264.97,0.0,,,Website,INVALID,Renewal date earlier than signup date; Missing subscription_status,Nan
S002355,C01103,,Basic,2025-03-20,2025-04-17,14741.54,-16.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S002356,C00066,Central,Pro,2024-12-07,2025-12-26,24575.28,-11.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002357,C01229,East,,2024-01-22,,10994.01,0.0,Y,Trial,Marketplace,VALID,No issues detected,Trial
S002358,C00562,North,Pro,2024-08-22,2025-10-04,1095.32,-28.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002359,C00215,East,Pro,2025-11-04,2026-04-10,18348.28,0.0,,Expired,,VALID,No issues detected,Expired
S002360,C00800,North,Enterprise,2024-06-20,2024-06-05,8732.42,-30.0,N,Trial,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S002361,C01280,,Basic,2024-02-02,2024-10-11,69548.51,102.0,N,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002362,C01222,South,Enterprise,2024-11-04,,2103.95,147.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002363,C00552,,,2025-09-06,2025-12-28,,107.0,,Cancelled,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S002364,C00338,,Enterprise,2024-10-29,,71211.76,0.0,N,Trial,Website,VALID,No issues detected,Trial
S002365,C01569,,Growth,2024-03-22,2024-05-11,51475.29,48.0,Y,Active,Partner,VALID,No issues detected,Active
S002366,C00711,South,Enterprise,2025-07-15,2026-04-23,,0.0,,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S002367,C00780,East,Pro,2024-06-24,2024-10-28,77840.07,29.0,,Trial,,VALID,No issues detected,Trial
S002368,,,,2024-03-28,2024-01-29,7680.48,0.0,Y,Active,Partner,INVALID,Missing customer_id; Renewal date earlier than signup date,Active
S002369,C00158,West,Growth,2025-03-15,2025-11-19,55783.88,154.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S002370,C01785,East,,2025-02-08,2025-11-21,5910.07,62.0,Y,Trial,Partner,VALID,No issues detected,Trial
S002371,C00804,North,Pro,2025-01-25,2025-04-01,57566.72,0.0,Y,Active,Partner,VALID,No issues detected,Active
S002372,,East,Growth,2024-08-14,2025-03-27,72109.58,46.0,,Cancelled,Partner,INVALID,Missing customer_id,Cancelled
S002373,C00154,West,Growth,2025-01-30,2025-01-01,10409.52,0.0,Y,,,INVALID,Renewal date earlier than signup date; Missing subscription_status,Nan
S002374,C00111,South,Pro,2024-04-07,,24948.61,-19.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
,C01377,West,Basic,2025-09-08,2026-01-13,4959.11,113.0,N,Expired,,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
S002376,C01013,West,Growth,2025-07-28,2025-08-15,51709.28,127.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002377,C01716,Central,Enterprise,2024-10-05,2025-08-23,3842.03,115.0,,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S002378,C01414,,Basic,2025-07-17,2026-04-20,-66477.27,64.0,N,,,INVALID,Negative monthly_fee; Missing subscription_status,Nan
S002379,C01769,Central,Basic,2024-04-09,2024-09-23,55896.2,-10.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002380,C00552,East,Pro,2025-09-24,2026-05-23,26844.24,-14.0,,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S002381,C01765,Central,,2024-01-16,,34415.68,101.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002382,C00202,West,Growth,2025-11-01,2026-11-07,29640.3,-8.0,,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S002383,C01511,South,Pro,2025-11-21,2026-05-20,47895.47,68.0,N,Active,,VALID,No issues detected,Active
S002384,C01147,Central,Enterprise,2024-06-08,2025-06-09,20743.49,-12.0,N,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002385,C01702,,Pro,2024-11-29,2025-05-04,,-26.0,,Cancelled,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
,C01673,South,,2024-05-11,2025-06-12,51624.74,-18.0,Y,Cancelled,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Cancelled
S002387,C01437,Central,Enterprise,2025-10-10,2026-01-01,4478.35,-4.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002388,C01588,East,Enterprise,2024-08-24,,9400.87,140.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002389,C00958,,Growth,2024-06-10,2025-05-21,53316.81,0.0,,Cancelled,,VALID,No issues detected,Cancelled
S002390,C01314,,Basic,2024-04-18,2024-09-22,32330.4,-4.0,Y,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S002391,C00247,North,Enterprise,2024-04-26,2024-11-27,3178.93,-20.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002392,C01713,,Pro,2024-10-23,2025-05-25,10208.23,50.0,Y,Cancelled,Website,VALID,No issues detected,Cancelled
S002393,C00336,Central,Growth,2025-01-16,2026-02-28,73730.76,0.0,,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
,,West,Pro,2024-04-01,2024-12-31,26100.03,0.0,,Expired,Marketplace,INVALID,Missing subscription_id; Missing customer_id,Expired
S002395,C00254,South,,2024-01-11,2024-12-12,,152.0,Y,Trial,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S002396,C01352,South,,2025-04-23,2025-04-20,52462.5,56.0,N,Cancelled,Partner,INVALID,Renewal date earlier than signup date,Cancelled
S002397,C01649,South,Basic,2025-01-09,2025-09-27,56059.11,118.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S002398,,West,Pro,2024-05-26,2024-08-24,1946.31,112.0,Y,,Marketplace,INVALID,Missing customer_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002399,C00946,North,Pro,2024-10-20,2024-08-31,39988.81,-19.0,N,Expired,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S002400,C00853,North,,2024-01-21,,35694.15,0.0,Y,Expired,Partner,VALID,No issues detected,Expired
,C00517,Central,Basic,2025-02-21,2025-11-21,43027.54,-13.0,Y,Active,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S001355,C00588,East,Basic,2024-01-20,2024-11-14,3185.98,120.0,,Cancelled,Website,INVALID,Duplicate subscription_id; Discount_pct outside 0-100 range,Cancelled
S000997,C01248,West,Pro,2024-06-25,2025-08-05,1888.03,-14.0,Y,Cancelled,Marketplace,INVALID,Duplicate subscription_id; Discount_pct outside 0-100 range,Cancelled
S001700,C00456,East,,2024-08-07,2025-05-19,4630.44,111.0,,Expired,,INVALID,Duplicate subscription_id; Discount_pct outside 0-100 range,Expired
S001857,C01644,,Enterprise,2024-01-12,2024-11-09,16492.08,-19.0,,,Inside Sales,INVALID,Duplicate subscription_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001870,C00001,West,,2025-05-10,2025-05-26,62494.08,14.0,,Active,Partner,INVALID,Duplicate subscription_id,Active
S001041,C01049,West,Enterprise,2025-03-18,2025-05-06,58798.31,2.0,N,Cancelled,Website,INVALID,Duplicate subscription_id,Cancelled
S001990,,North,Enterprise,2025-03-08,2025-05-08,69980.7,47.0,,Active,Partner,INVALID,Duplicate subscription_id; Missing customer_id,Active
S000486,C01570,North,Growth,2024-12-09,2025-12-09,,0.0,N,Expired,Inside Sales,INVALID,Duplicate subscription_id; Missing monthly_fee,Expired
S001138,C01231,East,Pro,2024-11-23,2025-03-30,31581.13,24.0,,Expired,Partner,INVALID,Duplicate subscription_id,Expired
S000999,C00032,East,Enterprise,2024-12-17,,46169.56,0.0,,Trial,Website,INVALID,Duplicate subscription_id,Trial
S000033,C00712,West,Enterprise,2024-04-24,2025-05-18,65415.08,158.0,Y,Trial,Partner,INVALID,Duplicate subscription_id; Discount_pct outside 0-100 range,Trial
